Component_1st,Component_2nd,Continent
0.7877304967037987,0.8243908608323478,Asia
-1.0942896970156093,-1.6006295157276806,North America
0.7942943906812395,8.272640806529761,Asia
3.128996033146218,-0.8476349572097266,South America
3.6208221855526492,-2.7699126744949933,Europe
3.987168634036426,-4.167863687388406,Europe
3.6614612704163454,0.3884388038086383,Europe
0.11711683586699675,0.9259576507102205,Europe
2.674637961149086,2.0000020001669148,Asia
2.4239108861209058,-2.2304562904498444,Europe
1.0766032892175605,3.6552315412410126,Europe
1.2576668790428798,0.337748544967476,Asia
-0.16610516064312775,1.9583447636362252,South America
-0.26351065977595806,-1.0680528696523326,Europe
0.34177219733989594,4.396964918203759,Asia
-0.49504332583906896,-0.7737903745550301,Asia
1.8281595094074485,1.7623579912330678,South America
0.2082571137668858,2.9723434923932133,Asia
-0.43540901397786586,0.6416310392798271,Europe
0.04907978234405234,0.3087994966622337,North America
3.3485531548020084,-1.5457694723768802,Australia/Oceania
2.4703142042748962,0.09731130361671095,Asia
3.2868774156867038,1.3780802168276247,Asia
-0.5316262135252912,2.828780883108935,Europe
-0.7857001528540225,0.26052748895572825,Europe
0.18828521767834266,-2.68427738531349,Europe
0.12860418265602996,-0.7187968519343892,Africa
1.486324389219633,-0.05669413237717074,Asia
2.0850878203099223,0.489550325500296,Asia
1.9031501895372704,1.4589169755652123,North America
0.9352820656132652,0.5268295314137915,Europe
-1.07320851695997,0.7087179430611218,South America
0.9882285194784582,0.4064881419652342,Europe
-1.4181553815886507,-0.8064721578850037,Europe
3.4819708046234807,1.4535819670321597,Europe
2.943373907212724,0.7429585162229898,Europe
0.24792546611647057,0.09632633462245507,Asia
4.001305768797869,0.8623996675693194,Europe
-1.542561975691937,-0.01938286691957337,Asia
1.4094364189916193,-1.0783170694051978,Europe
-0.7499196228891113,-0.19896198209139007,Europe
-1.2488952337047752,0.13057596068675217,Asia
3.749273058486078,1.5034163282115593,Asia
-0.3600930909199494,-0.70660992220691,Asia
2.9158721693150342,0.9062563573239336,Europe
-0.6157901406216858,0.2056830677339494,Asia
3.2418179748195213,0.17364623575216773,Africa
3.345914003962619,-0.005032292452387969,Europe
-0.44130702488358936,-0.18424906800152493,Asia
0.07482625649798104,0.8639456110438528,Europe
-0.16045724858726182,-1.552786530326562,Asia
0.1320736143520297,-2.222373735281135,North America
0.5220471395470699,0.17561692745913876,Europe
-0.7574502339641775,0.6179918243872347,Asia
3.401841319028253,-0.40867322994935285,Europe
-0.5650869258332463,0.3360445338246509,Europe
0.6867867930942008,0.4239923092849724,South America
-1.3064338450716837,-0.2781843096919242,Asia
-0.7746784659240686,-0.19856017548403768,Europe
-1.0039500587424919,0.5692894147266578,South America
-0.4409302748609308,-0.1636782133935224,North America
-1.470167515364056,0.5505176224221318,North America
-0.3413063420028515,0.1883237367155825,Europe
-1.1487043396270822,0.08677382348671821,Asia
2.107070837702285,-0.4717769357900995,North America
0.763615302713872,-0.5060998258571564,Asia
-1.4328208569646677,-0.17004269313545603,Australia/Oceania
1.3201422983411906,0.8111449760625978,Asia
-1.6151185646004098,0.4786258288489308,South America
-0.5578594345285558,0.06836653253601792,Asia
-1.6238270804717245,0.026066060003420065,Asia
-0.399827357729138,-0.5484598319209605,Asia
1.1330104148063398,-1.2241967208563829,North America
1.4422369074942096,0.7843622459088377,Europe
-0.6808057449178928,0.0703825064496552,Asia
-0.4606415570137001,-0.06993649262275246,South America
2.8841343369802535,1.4758404699033207,Europe
-0.8162217123951885,-0.2699690102330616,Africa
0.9093656910471861,-0.7081462522129139,Africa
-1.6278761089945668,0.0850775918437076,Africa
-1.485143823907352,0.08234666533973214,Asia
2.7660727330282664,1.2739818505247418,Asia
-0.1462615118027902,0.10070091962091743,Asia
-0.2194342971114506,0.22679716491761104,North America
-1.6053421253756988,0.06530359828203607,Asia
-1.6326318467780623,-0.20082346649054467,Europe
-1.3715853970238476,0.1755200111338989,Asia
-1.6451114003703335,-0.05597013459623273,Africa
3.8659529522184193,0.5312989855210322,Africa
-1.6359402136265713,-0.018861677929006577,Africa
1.647453787574796,-0.32188041274207113,Europe
-1.1654150042587719,-0.08142812973283475,Africa
1.4757213146547923,-1.410354475763681,Europe
-1.4616052608535517,-0.3949229779215452,Africa
-1.3246047954299356,-1.2263580355096788,Africa
0.5372516893906943,-0.7076069211108363,Africa
-1.6488644291464172,-0.06470611323966861,Asia
-1.079371398622092,0.14141684577642816,Europe
-1.6552070620665222,-0.048925815151860924,Africa
-0.15037733470628395,0.44463850989545123,Europe
2.327507121420962,-0.32941903571655407,Asia
1.0581753002037564,0.6000098695484319,Europe
-1.5411746804735047,0.050737336843668504,Asia
0.3223141276474293,-0.6561330493168976,Asia
1.8113365166759343,-0.31268529006935664,Asia
-1.5678527236925541,-0.1615735023017155,Africa
-0.6900586439444881,0.17670030876784526,North America
-1.640869006591105,-0.03208935742670014,Africa
-1.6611454111456674,-0.024377909318697658,Africa
-1.679189242098088,-0.14841144970845088,North America
-1.610609914634444,0.011824338984317805,North America
-1.591507239037577,-0.02948962476156602,Asia
-1.6766661615064418,-0.0631083821739541,Asia
0.5852600620318844,0.0005331216915805332,North America
0.8179412784821775,0.3815027354045885,Africa
0.7148887483779462,-0.33725581781209185,North America
-0.4060008260916722,0.22794423629754204,Africa
1.3378476142653528,-0.7157332182371525,Africa
-0.5750992964340027,0.10644612057312847,Africa
-1.6674202226667747,-0.056638526337814445,Africa
-0.0016845292534519711,0.3079531816191233,Africa
0.25045575548671195,-0.2042328918435327,Africa
0.5315446404252211,-0.14054894612140256,Europe
-1.4922812727477603,0.005683758285226057,South America
0.40883622090618305,0.10488923149861921,South America
-1.5670660651725545,0.05397602485326428,Africa
-1.478569035683166,-0.06745423102108238,Europe
-1.642531860086716,-0.04351440194157208,Australia/Oceania
1.0211662783319648,-0.09477163492682265,Africa
1.7425027983766639,-0.5047059199819943,South America
-1.7013220776219313,-0.12492950628579377,Australia/Oceania
-1.6702978897551362,-0.061060522946227616,North America
-0.4821708617899892,-0.1939350408396325,Africa
-0.9391103643006669,0.16083374440510215,North America
-1.6776759581004874,-0.06598482615262191,Africa
3.04578243208462,-1.6257197035303559,Asia
1.62116376902314,-0.1650367513548939,Africa
0.3685568871732687,0.42288291622982005,Australia/Oceania
-1.374576709765259,0.022577806908572882,North America
-1.6523695737014557,-0.02466288601517387,Africa
-1.6690483656116795,-0.07748561722976355,Europe
-1.3799967553361772,-0.1934026364793996,Africa
0.8744985327583837,-0.5487782947012038,Africa
-1.6952043053344714,-0.07726060952408403,Africa
-1.6505272154571906,-0.02505674655321667,Africa
-1.6450532441430648,-0.04469569380205517,Africa
-1.6351191844662316,-0.17490519446998057,Europe
0.5887289630904866,0.32172286045050796,North America
-1.6987258093082,-0.06404195127482655,North America
0.305012380184146,-0.7176264854737721,Africa
-1.6827429701168546,-0.06974340203786794,North America
-1.7021308613889337,-0.06186638996870049,Africa
-1.7012647561239256,-0.07237971874956663,Asia
4.082725873326212,-0.26345020315823026,Europe
2.403165337762644,-0.3686872551614678,Africa
-1.5573696711175582,-0.04589943054622975,Africa
-1.4772266143442885,-0.028576465526988698,Africa
3.526548563186379,-0.031967607445021015,Asia
-1.6883630908170941,-0.07087195590848652,North America
0.5694135782787264,0.29595684685419144,Asia
1.6558979518948482,0.16615477285914293,Africa
-1.5791392559742985,-0.011930008848590929,North America
-0.20368420745866114,-0.47122153345976714,North America
-0.03723597822720374,-0.16583949767270745,Asia
-1.661381760208267,-0.028907212226325717,Africa
-1.4877137954435473,-0.03336423706784438,Europe
0.8687894101951649,-0.2701454117111958,Europe
1.0287807822961381,-0.16543341556590446,Africa
1.1273550507924375,0.05099801863582935,Africa
-1.6867744839719914,-0.054704324715938564,Europe
-1.7033345792771035,-0.07270702944209313,Africa
1.0434441488433361,-0.49029882863142416,North America
-1.6312523648996982,-0.04533276040691067,North America
-1.532012668452982,-0.015015264336890903,Africa
-0.19600126573003937,0.22311942847873503,North America
-1.6689599773590083,-0.04331417911794993,North America
-1.7067567130476964,-0.07020739927725082,Asia
-1.2771132207500018,-0.19280424587181363,Australia/Oceania
-0.582569970989372,0.12083696215868009,Europe
-1.314973095369649,-0.01072032769463637,North America
0.2952595798807966,-0.10664397367236966,North America
-0.47496680086808407,-0.039471394031780314,Africa
-0.20838609090092158,-0.49759708168340927,Africa
-1.6531443719951335,-0.09932338262285471,North America
-1.5057753745040212,-0.09593895339036042,Africa
-0.16719218588558962,-0.29892292009472865,Africa
-1.0796905821414187,-0.35554468992995514,North America
0.31221702347861796,-0.8504597772008713,Africa
-0.8905960808781044,0.0613788831021328,Africa
-1.1319828242859313,-0.005332897140453736,Australia/Oceania
-1.7234074788920286,-0.05929744183671653,North America
-1.7226810622532898,-0.05828259120611828,Africa
-1.7240590261670143,-0.05871851543125139,North America
-1.70276498546321,-0.06907716741165584,North America
-1.724590949509633,-0.05850207493474662,Australia/Oceania
